rank,brand,brand_ar,name_en,name_ar,rating,longevity,projection,year,price_ref,keyword_ar,keyword_en
3118,Parfums de Marly,مارلي,Palatine,بلاتين,3.64,2.8,2.3,2024,255,عطر بلاتين,Palatine
3119,Chopard,شوبارد,Wish Pink,ويش بنك,3.63,2.5,2.6,2005,150,عطر ويش بنك,Wish Pink
3120,Demeter,ديمتير,Pure Soap Fragrance,ديميتر بيور سوب,3.78,2.4,2.4,2009,60,عطر ديميتر بيور سوب,Pure Soap Fragrance
3121,Calvin Klein,كالفن كلاين,Sheer Beauty,كالفين سي كيه شير بيوتي,3.77,2.5,2.3,2012,160,عطر كالفين سي كيه شير بيوتي,Sheer Beauty
3122,Juliette HAG,جولييت,Lipstick Fever Has A Gun,هاز اجن ليبستيك فيفير,3.52,2.8,2.5,2020,320,عطر هاز اجن ليبستيك فيفير,Lipstick Fever Has A Gun
3123,El Ganso,الجنسو,El Senorita Mon Amour,سينوريتا مون امور,3.51,2.9,2.4,2022,230,عطر سينوريتا مون امور,El Senorita Mon Amour
3124,Hugo Boss,هوغو بوس,Pure,بيور الرجالي,3.25,3,2.8,2006,150,عطر بيور الرجالي,Pure
3125,Prudence Paris,برودنس باريس,Petr,بيتر,3,3.3,3,2015,290,عطر بيتر,Petr
3126,Davidoff,دافيدوف,The Brilliant Game,بريليانت ذا غيم,3,3.2,3.1,2014,160,عطر بريليانت ذا غيم,The Brilliant Game
3127,Tory Burch,توري بورش,Electric Sky,اليكتريك سكاي,3.85,2.5,2.1,2022,550,عطر اليكتريك سكاي,Electric Sky
3128,Tom Daxon,توم داكسون,Reverie,ريفيري,3.64,2.5,2.5,2013,500,عطر ريفيري,Reverie
3129,Giardini,جاردن دي توسكانا,Rosso Radice di Toscana,جيارديني روسو راديكا,3.28,3.1,2.6,,230,عطر جيارديني روسو راديكا,Rosso Radice di Toscana
3130,Ferrari,فيراري,Scuderia Black,سكوديريا بلاك,3.78,2.5,2.2,2013,175,عطر سكوديريا بلاك,Scuderia Black
3131,Giardini,جاردن دي توسكانا,Colonia Nobile di Toscana,جيارديني نوبيل,3.62,2.8,2.2,2023,16,عطر جيارديني نوبيل,Colonia Nobile di Toscana
3132,Vilhelm,فيلهلم,Don't Tell Jasmine Parfumerie,لا تخبر الياسمين,3.16,3,2.9,2017,175,عطر لا تخبر الياسمين,Don't Tell Jasmine Parfumerie
3133,Diesel,ديزل,Spirit Of The Brave,سبيريت أوف ذا بريف,3.51,2.7,2.5,2019,340,عطر سبيريت أوف ذا بريف,Spirit Of The Brave
3134,Estee Lauder,استي لودر,Beautiful Magnolia,پيوتيفل ماغنوليا,3.71,2.6,2.2,2021,420,عطر پيوتيفل ماغنوليا,Beautiful Magnolia
3135,Maison Crivelli,مايزون كريفيلي,Absinthe Boreale,ابسنث بوريالي,3.61,2.8,2.2,2019,1000,عطر ابسنث بوريالي,Absinthe Boreale
3136,Davidoff,دافيدوف,Echo,ايكو الرجالي الفضي,3.15,3,2.9,2003,160,عطر ايكو الرجالي الفضي,Echo
3137,Giardini,جاردن دي توسكانا,Shabby Chic Di Toscana,جيارديني شابي شيك,3.55,2.8,2.3,,230,عطر جيارديني شابي شيك,Shabby Chic Di Toscana
3138,Moschino,موسكينو,Toy 2 Bubble Gum,بابل جام,3.62,2.6,2.3,2021,330,عطر بابل جام,Toy 2 Bubble Gum
3139,Organ Tale,اورجان تيل,Printemps,برنتومبس,3.42,3.1,2.2,2024,479,عطر برنتومبس,Printemps
3140,Atelier Cologne,اتيليه كولون,Oolang Infini,أتيليه أولانج إنفيني,3.86,2.4,2,2011,450,عطر أتيليه أولانج إنفيني,Oolang Infini
3141,Olfattivo,لابوراتوريو,need u Laboratorio,نید يو ادو بارفیوم,3.76,2.5,2.1,2018,190,عطر نید يو ادو بارفیوم,need u Laboratorio
3142,inme In,انمي ان,In Contrast,كونترس,3.75,2.3,2.3,2023,220,عطر كونترس,In Contrast
3143,Davidoff,دافيدوف,The Game,ذا غيم الرجالي,3.1,3,2.9,2013,170,عطر ذا غيم الرجالي,The Game
3144,Donna Karan,دونا كاران,DKNY Be Delicious,كيه ان واي بي ديليشس,3.35,2.8,2.6,2009,215,عطر كيه ان واي بي ديليشس,DKNY Be Delicious
3145,inme In,انمي ان,In Abundance,ابانديس,3.6,3,1.9,2023,10,عطر ابانديس,In Abundance
3146,CnR Create,سي ان ار كريات,Cancer,كانسر الرجالي,2.89,2.5,3.8,2008,425,عطر كانسر الرجالي,Cancer
3147,Elizabeth Arden,اليزابيث اردن,Green Tea Tropical,إليزابيث أردن جرين تي تروبيكال,3.68,2.4,2.3,2007,115,عطر إليزابيث أردن جرين تي تروبيكال,Green Tea Tropical
3148,inme In,انمي ان,In Gear,قيرد,3.33,2.6,2.8,2023,220,عطر قيرد,In Gear
3149,Giardini,جاردن دي توسكانا,Scintilla di Toscana,سانتيال جيارديني,3.32,3,2.4,2023,650,عطر سانتيال جيارديني,Scintilla di Toscana
3150,inme In,انمي ان,In Bloom,بلوم للسيدات,3.57,2.8,2.1,2023,220,عطر بلوم للسيدات,In Bloom
3151,Demeter,ديمتير,Linen Fragrance,ديميتر لينين,3.66,2.3,2.4,2015,60,عطر ديميتر لينين,Linen Fragrance
3152,Amado,امادو,Persuasive,برسويسف انتنس,3.75,2,2.5,2026,500,عطر برسويسف انتنس,Persuasive
3153,Issey Miyake,ايسي مياكي,L’Eau D’ Eau & Cedre Intense 100m,ليو دايسي ايو اند سيدار انتنس,3.75,2.6,1.9,2022,350,عطر ليو دايسي ايو اند سيدار انتنس,L’Eau D’ Eau & Cedre Intense 100m
3154,Yves Saint Laur,ايف سان لوران,Laurent Kouros Silver,كوروس سلفر,2.7,3.4,3.2,2015,350,عطر كوروس سلفر,Laurent Kouros Silver
3155,Etat,ايتات ليبر دي اورانج,She Was An Anomaly Libre d'Orange and men,ايتا ليبري شي واز ان انملي,3.69,2.7,1.9,2019,500,عطر ايتا ليبري شي واز ان انملي,She Was An Anomaly Libre d'Orange and men
3156,Calvin Klein,كالفن كلاين,CK be,كالفين سي كيه بي,3.82,2.4,1.9,1996,185,عطر كالفين سي كيه بي,CK be
3157,Alghabra,الغبرا,Peruvian Tobacco,بيروفيان توباكو اكسترايت,3.56,2.6,2.2,2024,520,عطر بيروفيان توباكو اكسترايت,Peruvian Tobacco
3158,BVLGARI,بولغاري,Blv II,بلو النسائي,3.25,2.8,2.6,2009,190,عطر بلو النسائي,Blv II
3159,Cartier,كارتير,Roadster Sport,رودستر سبورت,3.2,3,2.4,2009,265,عطر رودستر سبورت,Roadster Sport
3160,Gucci,قوتشي,Premiere,بريمير النسائي,3.1,3,2.6,2012,280,عطر بريمير النسائي,Premiere
3161,inme In,انمي ان,In,طقم عينات,3.33,3,2.1,2023,60,عطر طقم عينات,In
3162,inme In,انمي ان,In Tune,تون,3.33,3,2.1,2023,220,عطر تون,In Tune
3163,Dolce Gabbana,دولتشي غابانا,& Floral Drops,دولسي وردة فلورال دوربز,3.25,2.6,2.6,2015,330,عطر دولسي وردة فلورال دوربز,& Floral Drops
3164,Organ Tale,اورجان تيل,Devenir,ديفنيير,3.59,2.5,2,2024,521,عطر ديفنيير,Devenir
3165,Calvin Klein,كالفن كلاين,Defy,كالفين ديفي,3.38,2.7,2.2,2021,350,عطر كالفين ديفي,Defy
3166,El Ganso,الجنسو,El Sunday Mood Men's,صان داي مود الرجالي,3.58,2.6,1.9,2023,260,عطر صان داي مود الرجالي,El Sunday Mood Men's
3167,Tom Daxon,توم داكسون,Vsop,فسوب,3.36,2.4,2.5,2013,10,عطر فسوب,Vsop
3168,Amado,امادو,Epic Desert,ايبك ديسرت,3.5,2.7,1.9,2023,635,عطر ايبك ديسرت,Epic Desert
3169,Juliette HAG,جولييت,Has a Gun Liquid Illusion,هاز اجن لكيود اليوجن,3.27,,5,2026,15,عطر هاز اجن لكيود اليوجن,Has a Gun Liquid Illusion
3170,Robert Piguet,روبرت بيغيه,Al Ombre,بيجيه العلا,3.12,2.8,2.5,2024,650,عطر بيجيه العلا,Al Ombre
3171,Givenchy,جيفنشي,Very Irresistible Electric Rose,فيري ارزيستيبل الكتريك روز,2.95,2.8,2.8,2012,330,عطر فيري ارزيستيبل الكتريك روز,Very Irresistible Electric Rose
3172,Gucci,قوتشي,Flora by,فلورا,2.9,2.9,2.8,2009,420,عطر فلورا,Flora by
3173,jar,رامون بيجار,Intimo Carisma Ramon Bejar,انتيمو كاريزما,3,3,2.5,2025,1300,عطر انتيمو كاريزما,Intimo Carisma Ramon Bejar
3174,Dolce Gabbana,دولتشي غابانا,& The One Sport,ذا ون سبورت,3.48,2.4,2.1,2012,225,عطر ذا ون سبورت,& The One Sport
3175,BYREDO,بيريدو,Rose Of No Man's Land Hair,روز أوف نو مانز لاند,3.7,2.1,1.9,,340,عطر روز أوف نو مانز لاند,Rose Of No Man's Land Hair
3176,Hugo Boss,هوغو بوس,Orange Sunset,اورانج صنسيت النسائي,2.9,3,2.6,2010,190,عطر اورانج صنسيت النسائي,Orange Sunset
3177,Hugo Boss,هوغو بوس,Nuit Pour Femme,نوت النسائي,3.1,2.6,2.5,2012,210,عطر نوت النسائي,Nuit Pour Femme
3178,Yves Saint Laur,ايف سان لوران,Laurent L'Homme Bleue,ال هوم كولجن بليو,3,2.7,2.6,2018,250,عطر ال هوم كولجن بليو,Laurent L'Homme Bleue
3179,CnR Create,سي ان ار كريات,Libra,ليبرا الرجالي,2.78,2.5,3.2,2008,425,عطر ليبرا الرجالي,Libra
3180,Olfattivo,لابوراتوريو,Bargamotto - Labratorio Olfattiv,برغموتو,3.67,2,1.8,2021,190,عطر برغموتو,Bargamotto - Labratorio Olfattiv
3181,CnR Create,سي ان ار كريات,Aries,اريس الرجالي,3.42,2,2.2,2008,425,عطر اريس الرجالي,Aries
3182,Amado,امادو,Amber Royal,عنبر رويال,3.08,2.6,2.2,2017,240,عطر عنبر رويال,Amber Royal
3183,Demeter,ديمتير,FROZEN MARGARITA Fragrance,ديميتر فروزن مارجريتا,3.38,1.7,2.5,,11,عطر ديميتر فروزن مارجريتا,FROZEN MARGARITA Fragrance
3184,Juliette HAG,جولييت,Oil Fiction Has A Gun,هاز اجن اويل فيكشن,2.12,4,2.5,2026,415,عطر هاز اجن اويل فيكشن,Oil Fiction Has A Gun
3185,Amado,امادو,Nuit de Rave,نوي ريف,3,2,2.5,2023,270,عطر نوي ريف,Nuit de Rave
3186,CnR Create,سي ان ار كريات,Gemini,جيمناي الرجالي,2.83,2.3,2.5,2010,425,عطر جيمناي الرجالي,Gemini
3187,Amado,امادو,Spice Tobacco,سبايس توباكو,3.25,2,1.9,2023,400,عطر سبايس توباكو,Spice Tobacco
3188,Lola Mood,لولا مود,Red Carpet Attitude Jennifer,ريد كاربت اتيتيود جنيفر,,5,5,2013,300,عطر ريد كاربت اتيتيود جنيفر,Red Carpet Attitude Jennifer
3189,Amado,امادو,Professor,بروفيسور,2.88,2,2.2,2023,550,عطر بروفيسور,Professor
3190,Dior,كريستيان ديور,Sauvage Eau Forte,سوفاج فروتي,2.44,2.7,2.1,2024,15,عطر سوفاج فروتي,Sauvage Eau Forte
3191,Hugo Boss,هوغو بوس,Jour Pour Femme,جور,2.65,2.2,2.1,2013,150,عطر جور,Jour Pour Femme
3192,Givenchy,جيفنشي,Dahlia Divin Le Nectar Collector Edition Intense,داليا ديفين كوليكتور ايديشن انتنس,4.45,,,,370,عطر داليا ديفين كوليكتور ايديشن انتنس,Dahlia Divin Le Nectar Collector Edition Intense
3193,AMOUAGE,امواج,mouage Jubilation XXV,جوبليشن الرجالي,4.38,,,,1100,عطر جوبليشن الرجالي,mouage Jubilation XXV
3194,YSL,ايف سان لوران,Yves Saint Laurent M7 Oud Absolu,عود ابسولو,4.31,,,,395,عطر عود ابسولو,Yves Saint Laurent M7 Oud Absolu
3195,Givenchy,جيفنشي,Gentleman White,جنتلمان الابيض,4.27,,,,320,عطر جنتلمان الابيض,Gentleman White
3196,Lancome,لانكوم,Oud Bouquet,,4.26,,,,650,,Oud Bouquet
3197,Van Cleef,فان كليف اند اربلز,Iris Parfum,,4.25,,,,445,,Iris Parfum
3198,Chanel,شانيل,N.22,نمبر,4.24,,,,930,عطر نمبر,N.22
3199,Versace,فرزاتشي,Pour Homme Oud Noir Eau de Parfume,عود نوار الاسود الرجالي,4.21,,,,380,عطر عود نوار الاسود الرجالي,Pour Homme Oud Noir Eau de Parfume
3200,Lancome,لانكوم,Parfait De Roses,,4.2,,,,620,,Parfait De Roses
3201,Van Cleef,فان كليف اند اربلز,& Arpels Collection Extraordinaire California Reverie Parfum,,4.16,,,,520,,& Arpels Collection Extraordinaire California Reverie Parfum
3202,Coach,كوتش,New York Platinum,نيويورك بلاتينيوم,4.14,,,,250,عطر نيويورك بلاتينيوم,New York Platinum
3203,Coach,كوتش,New York,نيويورك الرجالي,4.13,,,,250,عطر نيويورك الرجالي,New York
3204,Davidoff,دافيدوف,Cool Water Sea Rose Pacific Summer Edition de Toilette,كول ووتر سي روز باسيفيك ايديشن النسائي,4.12,,,,290,عطر كول ووتر سي روز باسيفيك ايديشن النسائي,Cool Water Sea Rose Pacific Summer Edition de Toilette
3205,Paco Rabanne,باكو رابان,a Onyx Collector Edition,اولمبيا اونيكس كولكتور اديشن,4.12,,,,320,عطر اولمبيا اونيكس كولكتور اديشن,a Onyx Collector Edition
3206,Trussardi,تروساردي,Donna Intense,دونا انتنس,4.12,,,,295,عطر دونا انتنس,Donna Intense
3207,Van Cleef,فان كليف اند اربلز,& Arpels Collection Extraordinaire Rose Rouge,,4.12,,,,490,,& Arpels Collection Extraordinaire Rose Rouge
3208,Paco Rabanne,باكو رابان,Invictus Onyx Collector Edition,انفكتوس اونيكس كولكتر ايديشن,4.11,,,,320,عطر انفكتوس اونيكس كولكتر ايديشن,Invictus Onyx Collector Edition
3209,Parfums de Marly,مارلي,Delina Exclusif Parfum,ديلينا اكسكلوسيف,4.11,,,,830,عطر ديلينا اكسكلوسيف,Delina Exclusif Parfum
3210,Lalique,لاليك,White Pour Homme,اميثيست,4.08,,,,190,عطر اميثيست,White Pour Homme
3211,Hermes,هيرمس,Jour d' Absolu,جور ابسولو,4.07,,,,460,عطر جور ابسولو,Jour d' Absolu
3212,Mancera,مانسيرا,Gold Intensive Aoud,قولد انتنسف عود,4.07,,,,350,عطر قولد انتنسف عود,Gold Intensive Aoud
3213,Carolina Herrera,كارولينا,212 VIP Rose,هيريرا روز,4.05,,,,280,عطر هيريرا روز,212 VIP Rose
3214,Giorgio Armani,ارماني,Mes,اروميس,4.05,,,,520,عطر اروميس,Mes
3215,Lancome,لانكوم,L’Autre Oud,,4.05,,,,620,,L’Autre Oud
3216,Carolina Herrera,كارولينا,Good Girl Dot Drama,هيريرا قود غيرل دوت دراما,4.04,,,,380,عطر هيريرا قود غيرل دوت دراما,Good Girl Dot Drama
3217,Giorgio Armani,ارماني,Si Rose Signature,روز سيقنتشير,4.02,,,,450,عطر روز سيقنتشير,Si Rose Signature
3218,Lancome,لانكوم,Roses Berberanza,,4.02,,,,620,,Roses Berberanza
3219,NarcisoRodriguez,نرسيسو رودريغز,Narciso Rodriguez Oud Musc Intense,نارسيسو عود مسك انتنس,3.99,,,,440,عطر نارسيسو عود مسك انتنس,Narciso Rodriguez Oud Musc Intense
3220,Coach,كوتش,New York Floral,نيويورك فلورال,3.98,,,,250,عطر نيويورك فلورال,New York Floral
3221,Carolina Herrera,كارولينا,212 VIP Party Fever Limited Edition,هيريرا بارتي فيفر ليميتد ايديشن النسائي,3.97,,,,350,عطر هيريرا بارتي فيفر ليميتد ايديشن النسائي,212 VIP Party Fever Limited Edition
3222,Carolina Herrera,كارولينا,CH Limited Edition,هيريرا ليميتد ايديشن النسائي,3.94,,,,370,عطر هيريرا ليميتد ايديشن النسائي,CH Limited Edition
3223,Coach,كوتش,New York Blue,نيويورك بلو الرجالي,3.94,,,,250,عطر نيويورك بلو الرجالي,New York Blue
3224,Coach,كوتش,New York Dreams,دريمز,3.94,,,,290,عطر دريمز,New York Dreams
3225,Gucci,قوتشي,Bloom Ambrosia di Fiori Intense,بلوم امبروسيا فيوري انتنس,3.94,,,,345,عطر بلوم امبروسيا فيوري انتنس,Bloom Ambrosia di Fiori Intense
3226,Hugo Boss,هوغو بوس,No.1,نمبر ون كلاسيك الرجالي,3.94,,,,210,عطر نمبر ون كلاسيك الرجالي,No.1
3227,Giorgio Armani,ارماني,Acqua Di Gioia,اكوا جيو النسائي,3.93,,,,450,عطر اكوا جيو النسائي,Acqua Di Gioia
3228,Mancera,مانسيرا,Roses Aoud & Musk,روز عود مسك,3.92,,,,350,عطر روز عود مسك,Roses Aoud & Musk
3229,Paco Rabanne,باكو رابان,Black XS Parfum,بلاك اكس اس النسائي,3.92,,,,290,عطر بلاك اكس اس النسائي,Black XS Parfum
3230,Carolina Herrera,كارولينا,CH Privee,هيريرا برايفي النسائي,3.91,,,,310,عطر هيريرا برايفي النسائي,CH Privee
3231,Amado,امادو,Pure Saffron,بيور سافرون,,4,3.8,2023,635,عطر بيور سافرون,Pure Saffron
3232,Paco Rabanne,باكو رابان,Ultraviolet,الترا فيوليت الموف النسائي,3.9,,,,220,عطر الترا فيوليت الموف النسائي,Ultraviolet
3233,Coach,كوتش,New York Floral Blush,نيويورك فلورال بلش,3.89,,,,280,عطر نيويورك فلورال بلش,New York Floral Blush
3234,Davidoff,دافيدوف,Cool Water Sea Rose de Toilette,كول ووتر سي روز النسائي,3.86,,,,190,عطر كول ووتر سي روز النسائي,Cool Water Sea Rose de Toilette
3235,Mancera,مانسيرا,Oud Line,عود لاين,3.84,,,,360,عطر عود لاين,Oud Line
3236,Dolce Gabbana,دولتشي غابانا,& Inteso,انتيسو الرجالي,3.83,,,,300,عطر انتيسو الرجالي,& Inteso
3237,Dior,كريستيان ديور,Joy by Intense,جوي انتنس,3.82,,,,590,عطر جوي انتنس,Joy by Intense
3238,Giorgio Armani,ارماني,Passione,باشن,3.82,,,,460,عطر باشن,Passione
3239,Carolina Herrera,كارولينا,CH L'Eau,هيريرا ليو,3.81,,,,310,عطر هيريرا ليو,CH L'Eau
3240,Mancera,مانسيرا,Black Intensive Aoud,بلاك انتنسف عود,3.77,,,,350,عطر بلاك انتنسف عود,Black Intensive Aoud
3241,AMOUAGE,امواج,Reflection,رفلكشن النسائي,3.73,,,,30,عطر رفلكشن النسائي,Reflection
